YardiResidentDto,YardiResidentDto.PropertyId,YardiResidentDto.UnitCode,YardiResidentDto.ResidentNum,YardiResidentDto.PrimaryResidentNumber,YardiResidentDto.FirstName,YardiResidentDto.LastName,YardiResidentDto.Email,YardiResidentDto.CellPhone,YardiResidentDto.HomePhone,YardiResidentDto.OfficePhone,YardiResidentDto.Mobile1,YardiResidentDto.Mobile2,YardiResidentDto.Status,YardiResidentDto.LeaseFromDate,YardiResidentDto.LeaseToDate,YardiResidentDto.MoveInDate,YardiResidentDto.MoveOutDate,YardiResidentDto.NoticeDate,YardiResidentDto.AvailableDate
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,104,r0069511,t0125469,roommate2,test2,"","","","","","",Past,10/16/2024,10/15/2025,10/16/2024,11/13/2024,11/20/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,104,t0129087,t0129087,yummmy,jum,yummmyjum@mail.com,"","","","","",Past,11/20/2024,11/19/2025,11/20/2024,11/27/2024,11/22/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,104,r0069669,t0129087,cookieee,jum,cookie2311@mail.com,"","","","","",Past,11/20/2024,11/19/2025,11/20/2024,11/27/2024,11/22/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,104,r0069670,t0129087,pastry,jum,pastry2311@mail.com,"","","","","",Past,11/20/2024,11/19/2025,11/20/2024,11/27/2024,11/22/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,105,t0110833,t0110833,Shean,Testing,"","","",5555551777,"","",Past,3/14/2024,3/13/2025,3/14/2024,7/11/2024,7/10/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,105,r0064398,t0110833,Roommate,TestCase,roommatecase@gmail.com,"","",555555555,"","",Past,3/14/2024,3/13/2025,3/12/2024,7/11/2024,7/10/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,105,t0119375,t0119375,Ginger,Chi,"","","","","","",Past,7/30/2024,7/29/2025,7/30/2024,7/31/2024,7/31/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,105,r0067511,t0119375,Bread,Chi,"","","","","","",Past,7/30/2024,7/29/2025,7/30/2024,7/31/2024,7/31/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,105,t0121429,t0121429,Kitty,Gim,kittygim@mail.com,"","","","","",Past,8/27/2024,8/26/2025,8/27/2024,8/27/2024,8/27/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,105,r0068307,t0121429,Ginny,Gim,ginnygim@mail.com,"","","","","",Past,8/27/2024,8/26/2025,8/27/2024,8/27/2024,8/27/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,105,t0121354,t0121354,Kitty,Gim,kittygim@mail.com,"","","","","",Past,8/27/2024,8/26/2025,8/27/2024,8/27/2024,8/27/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,105,r0068275,t0121354,Ginny,Gim,ginnygim@mail.com,"","","","","",Past,8/27/2024,8/26/2025,8/27/2024,8/27/2024,8/27/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,105,t0121438,t0121438,Cheng,Gim,chenggim@mail.com,"","","","","",Past,8/28/2024,8/27/2025,8/28/2024,8/27/2024,8/27/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,105,r0068314,t0121438,Shean,Gim,sheangim@mai.com,"","","","","",Past,8/28/2024,8/27/2025,8/28/2024,8/27/2024,8/27/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,105,t0121442,t0121442,Quinnie,Gim,quinniegim@mail.com,"","","","","",Past,8/27/2024,8/26/2025,8/27/2024,8/27/2024,8/27/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,105,r0068316,t0121442,Jannie,Gim,janniegim@mail.com,7777777777,"",0909090909,"","",Past,8/27/2024,8/26/2025,8/27/2024,8/27/2024,8/27/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,105,t0121531,t0121531,Jannie,Gim,janniegim@mail.com,"","",0909090909,"","",Past,8/27/2024,8/26/2025,8/27/2024,8/28/2024,8/28/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,105,r0068317,t0121531,Quinnie,Gim,quinniegim@mail.com,"","","","","",Past,8/27/2024,8/26/2025,8/27/2024,8/27/2024,8/28/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,105,r0068335,t0121531,Gennie,Gim,genniegim@mail.com,7777777777,9999999999,3333333333,"","",Past,8/27/2024,8/26/2025,8/27/2024,8/28/2024,8/28/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,105,t0121544,t0121544,Teng,Gim,tenggim@mail.com,"","","","","",Past,8/29/2024,8/28/2025,8/29/2024,8/29/2024,8/29/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,105,r0068338,t0121544,Heng,Gim,"","","","","","",Past,8/29/2024,8/28/2025,8/29/2024,8/29/2024,8/29/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,105,t0121546,t0121546,Watermelon,Gim,"","","","","","",Past,8/29/2024,8/28/2025,8/29/2024,8/29/2024,8/29/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,105,r0068340,t0121546,Melon,Gim,melonnnnlo@mail.com,7777777777,"","","","",Past,8/29/2024,8/28/2025,8/29/2024,8/29/2024,8/29/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,105,t0121632,t0121632,Jelly,Gim,jellygim@mail.com,"","","","","",Past,8/29/2024,8/28/2025,8/29/2024,8/29/2024,8/29/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,105,r0068387,t0121632,Kelly,Gim,kellygim@mail.com,8282829382,1212121212,3333333333,"","",Past,8/29/2024,8/28/2025,8/29/2024,8/29/2024,8/29/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,105,t0121633,t0121633,Han,Gim,hangim@mail.com,"","","","","",Past,8/29/2024,8/28/2025,8/29/2024,8/31/2024,8/30/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,105,r0068388,t0121633,Ven,Gim,vengim@mail.com,"","","","","",Past,8/29/2024,8/28/2025,8/29/2024,8/31/2024,8/30/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,105,t0121636,t0121636,Floris,Gim,florisssgim@mail.com,"","",3333333333,"","",Past,8/31/2024,8/30/2025,8/31/2024,8/31/2024,8/31/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,105,r0068390,t0121636,Haunnie,Gim,haunniegim@mail.com,"","",0909090909,"","",Past,8/31/2024,8/30/2025,8/31/2024,8/31/2024,8/31/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,105,t0121648,t0121648,Vannie,Gim,vanniegim@mail.com,"","","","","",Past,8/31/2024,8/30/2025,8/31/2024,8/31/2024,8/31/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,105,r0068392,t0121648,Tennie,Gim,tenniegim@mail.com,"","","","","",Past,8/31/2024,8/30/2025,8/31/2024,8/31/2024,8/31/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,105,t0121659,t0121659,Aloha,Gim,alohagim@mail.com,"","","","","",Past,8/31/2024,8/30/2025,8/31/2024,8/31/2024,8/31/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,105,r0068398,t0121659,Bonjour,Gim,bonjourgim@mail.com,8282829382,9999999999,"","","",Past,8/31/2024,8/30/2025,8/31/2024,8/31/2024,8/31/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,105,t0121662,t0121662,Cecil,Gim,cecilgim@mail.com,"","","","","",Past,8/30/2024,8/29/2025,8/31/2024,8/31/2024,8/31/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,105,r0068403,t0121662,Roman,Gim,romangim@mail.com,8299387123,9999999999,"","","",Past,8/30/2024,8/29/2025,8/31/2024,8/31/2024,8/31/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,105,t0121664,t0121664,Ponce,Gim,poncegom@mail.com,"","","","","",Past,8/31/2024,8/30/2025,8/31/2024,8/31/2024,8/31/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,105,r0068405,t0121664,Anthony,Gim,anthonygim@mail.com,8299387123,"","","","",Past,8/31/2024,8/30/2025,8/31/2024,8/31/2024,8/31/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,105,t0121679,t0121679,Parker,Gim,parkergim@mail.com,"","","","","",Past,8/31/2024,8/30/2025,8/31/2024,8/31/2024,8/31/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,105,r0068407,t0121679,Jackie,Gim,jackiegim@mail.com,8282829382,"","","","",Past,8/31/2024,8/30/2025,8/31/2024,8/31/2024,8/31/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,105,t0121681,t0121681,Penang,Gim,penanggim@mail.com,"","","","","",Past,8/31/2024,8/30/2025,8/31/2024,8/31/2024,8/31/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,105,r0068409,t0121681,Perak,Gim,perakgim@mail.com,1231231234,"","","","",Past,8/31/2024,8/30/2025,8/31/2024,8/31/2024,8/31/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,105,t0121683,t0121683,Woon,Gim,woongim@mail.com,"","","","","",Past,8/31/2024,8/30/2025,8/31/2024,8/31/2024,8/31/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,105,r0068411,t0121683,Deen,Gim,deengim@mail.com,"","","","","",Past,8/31/2024,8/30/2025,8/31/2024,8/31/2024,8/31/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,105,t0121685,t0121685,Vendi,Gim,vendigim@mail.com,"","","","","",Past,8/31/2024,8/30/2025,8/31/2024,8/31/2024,8/31/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,105,r0068413,t0121685,Bendi,Gim,bendigim@mail.com,"","","","","",Past,8/31/2024,8/30/2025,8/31/2024,8/31/2024,8/31/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,105,t0121687,t0121687,Gloo,Gim,gloogim@mail.com,"","",2222222222,"","",Past,8/31/2024,8/30/2025,8/31/2024,8/31/2024,8/31/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,105,r0068415,t0121687,Selena,Gim,selenagim@mail.com,2434343434,"","","","",Past,8/31/2024,8/30/2025,8/31/2024,8/31/2024,8/31/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,105,t0121689,t0121689,Kagura,Gim,kaguragim@mail.com,"","","","","",Past,8/31/2024,8/30/2025,8/31/2024,8/31/2024,8/31/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,105,r0068417,t0121689,Hanabi,Gim,hanabigim@mail.com,2673848392,"","","","",Past,8/31/2024,8/30/2025,8/31/2024,8/31/2024,8/31/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,105,t0121692,t0121692,Kim,Gim,kimgim@mail.com,"","","","","",Past,8/31/2024,8/30/2025,8/31/2024,8/31/2024,8/31/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,105,r0068418,t0121692,Chi,Gim,chigim@mail.com,8299387123,"","","","",Past,8/31/2024,8/30/2025,8/31/2024,8/31/2024,8/31/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,105,t0121695,t0121695,Sun,Gim,sungim@mail.com,"","","","","",Past,8/31/2024,8/30/2025,8/31/2024,8/31/2024,8/31/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,105,r0068422,t0121695,Moon,Gim,moongim@mail.com,"","","","","",Past,8/31/2024,8/30/2025,8/31/2024,8/31/2024,8/31/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,105,t0121706,t0121706,Charles,Gim,charlesgim@mail.com,"","","","","",Past,8/31/2024,8/30/2025,8/31/2024,8/31/2024,8/31/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,105,r0068424,t0121706,Keith,Gim,keithgim@mail.com,8282829382,"","","","",Past,8/31/2024,8/30/2025,8/31/2024,8/31/2024,8/31/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,105,t0121813,t0121813,Taylor,Gim,taylorgim@mail.com,"",9999999999,"","","",Past,9/1/2024,8/31/2025,9/1/2024,9/1/2024,9/1/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,105,r0068441,t0121813,City,Gim,citygim@mail.com,"",1212121212,"","","",Past,9/1/2024,8/31/2025,9/1/2024,9/1/2024,9/1/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,105,t0121845,t0121845,Hihi,Gim,hihigim@mail.com,"","","","","",Past,9/2/2024,9/1/2025,9/2/2024,9/2/2024,9/2/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,105,r0068454,t0121845,Joan,Gim,joangim@mail.com,"","","","","",Past,9/2/2024,9/1/2025,9/2/2024,9/2/2024,9/2/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,105,t0121927,t0121927,Epf,Gim,epfgim@mail.com,"","","","","",Past,9/2/2024,9/1/2025,9/2/2024,9/2/2024,9/2/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,105,r0068474,t0121927,Tze,Gim,tzegim@mail.com,2434343434,"","","","",Past,9/2/2024,9/1/2025,9/2/2024,9/2/2024,9/2/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,105,t0122759,t0122759,Joha,Jum,johajum@gmail.com,"","","","","",Past,9/16/2024,9/15/2025,9/16/2024,9/16/2024,9/16/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,105,t0123433,t0123433,Yuna,Jum,yunajum@gmail.com,"","","","","",Past,9/16/2024,9/15/2025,9/16/2024,9/17/2024,9/17/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,105,r0068846,t0123433,Tweety,Jum,tweetyjum@mail.com,"","","","","",Past,9/16/2024,9/15/2025,9/16/2024,9/17/2024,9/17/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,105,t0124733,t0124733,Yuna,Jum,yunajum@gmail.com,2313457893,"","","","",Past,9/20/2024,9/19/2025,9/20/2024,11/19/2024,11/19/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,105,r0069065,t0124733,Tweety,Jum,tweetyjum@mail.com,"","","","","",Past,9/20/2024,9/19/2025,9/20/2024,11/19/2024,11/19/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,105,t0129089,t0129089,weeeeeny,jum,weeennyjum@mail.com,"","","","","",Past,11/21/2024,11/20/2025,11/21/2024,11/24/2024,11/24/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,105,r0069672,t0129089,nutttttt,jum,nuttttt2311@mail.com,"","","","","",Past,11/21/2024,11/20/2025,11/21/2024,11/24/2024,11/24/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,105,t0129195,t0129195,nutttttt,jum,yasgdysa@mail.com,"","","","","",Past,11/21/2024,11/20/2025,11/21/2024,1/20/2025,1/20/2025,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,105,r0069767,t0129195,weeeeeny,jum,"","","","","","",Past,11/21/2024,11/20/2025,11/21/2024,1/20/2025,1/20/2025,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,106,t0108936,t0108936,Fred,Butler,"","","",1234561579,"","",Past,7/14/2021,7/13/2022,2/15/2018,6/30/2024,2/7/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,106,r0063612,t0108936,Stefan,Holland,"","","",5451112219,"","",Past,7/14/2021,7/13/2022,2/15/2018,6/30/2024,2/7/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,106,t0113919,t0113919,Karl,Malone,karl@gmail.com,"",5555557777,"","","",Past,3/19/2024,3/18/2025,3/19/2024,9/20/2024,9/20/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,106,r0064834,t0113919,Tim,Cook,tim@gmail.com,"","",5555551234,"","",Past,3/19/2024,3/18/2025,3/19/2024,3/20/2024,9/20/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,106,r0069078,t0113919,Julie,Malone,juliemalone@mail.com,"","","","","",Past,3/19/2024,3/18/2025,3/19/2024,9/20/2024,9/20/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,106,t0124962,t0124962,Julie,Malone,juliemalone@mail.com,"","","","","",Past,3/19/2024,3/18/2025,3/19/2024,10/12/2024,10/12/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,106,r0069084,t0124962,Karl,Malone,karl@gmail.com,"",5555557777,"","","",Past,3/19/2024,3/18/2025,3/19/2024,9/20/2024,10/12/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,106,t0124960,t0124960,Julie,Malone,juliemalone@mail.com,1231231232,4444444444,1111111111,"","",Past,10/12/2024,10/11/2025,10/12/2024,11/1/2024,11/1/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,106,r0069089,t0124960,Alice,Carl,alicecarl@mail.com,"","","","","",Past,10/12/2024,10/11/2025,10/12/2024,11/1/2024,11/1/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,106,r0069101,t0124960,kimchi,haha,"","","","","","",Past,10/12/2024,10/11/2025,10/12/2024,11/1/2024,11/1/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,108,t0123429,t0123429,mengyue,TestEditted,hello@hello.abc,3333333333,2222222222,1234567890,"","",Past,1/1/2015,12/31/2019,1/1/2014,9/16/2024,9/16/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,108,r0064988,t0123429,Jayne,Robinson,jayne.r@fake.email,1234561474,1234561472,1234561471,"","",Past,1/1/2015,12/31/2019,7/1/2024,7/31/2024,9/16/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,108,t0123547,t0123547,mengyue,TestEditted,hello@hello.abc,3333333333,2222222222,1234567890,"","",Past,9/17/2024,9/16/2025,9/17/2024,9/22/2024,9/22/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,108,t0113654,t0113654,u219,PrimaryResident,u219@gmail.com,1111111111,"","","","",Past,9/23/2024,9/22/2025,9/23/2024,11/20/2024,11/20/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,108,r0065780,t0113654,test,rooomate,"","","","","","",Past,9/23/2024,9/22/2025,9/23/2024,12/25/2024,11/20/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,108,r0069512,t0113654,test2,roommate,"","","","","","",Past,9/23/2024,9/22/2025,9/23/2024,11/20/2024,11/20/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,108,r0069685,t0113654,Chiara,Moyer,chiarathebaddest@email.com,9999999999,9999999999,9999999999,"","",Past,9/23/2024,9/22/2025,11/19/2024,11/20/2024,11/20/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,109,t0081152,t0081152,Chris,ZimmerXY,chris.z@gmail.zzz,1234561477,1234561476,1234561475,"","",Past,6/1/2019,5/31/2025,11/17/2024,11/19/2024,11/19/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,109,r0050689,t0081152,George,Thomas,george.t@gmail.zzz,1234561481,1234561480,1234561479,"","",Past,6/1/2019,5/31/2025,11/17/2024,2/6/2024,11/19/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,109,r0063599,t0081152,Ethan,"The Ethan",demo@gmail.com,"","","","","",Past,6/1/2019,5/31/2025,2/6/2024,2/6/2024,11/19/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,109,r0069549,t0081152,test1,test1,"","","","","","",Past,6/1/2019,5/31/2025,11/17/2024,11/19/2024,11/19/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,109,r0069550,t0081152,test2,test2,"","","","","","",Past,6/1/2019,5/31/2025,11/17/2024,11/19/2024,11/19/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,109,t0128619,t0128619,Bottle,Jum,"","","","","","",Past,11/26/2024,11/25/2025,11/19/2024,11/19/2024,11/19/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,109,t0128646,t0128646,John,Jum,"","","","","","",Past,11/18/2024,11/17/2025,11/19/2024,11/19/2024,11/19/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,109,t0128648,t0128648,Joseph,Jum,"","","","","","",Past,11/26/2024,11/25/2025,11/19/2024,11/19/2024,11/19/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,109,t0128656,t0128656,Jonathan,Jum,theprimejum12@gmail.com,"","","","","",Past,11/19/2024,11/18/2025,11/19/2024,11/19/2024,11/19/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,109,t0128657,t0128657,Mouse,Jum,"","","","","","",Past,11/26/2024,11/25/2025,11/19/2024,11/19/2024,11/19/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,109,t0128662,t0128662,Book,Jum,"","","","","","",Past,11/27/2024,11/26/2025,11/19/2024,11/19/2024,11/19/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,109,t0128683,t0128683,Phone,Jum,"","","","","","",Past,11/26/2024,11/25/2025,11/19/2024,11/19/2024,11/19/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,109,t0128751,t0128751,Keey,Jum,"","","","","","",Past,11/27/2024,11/26/2025,11/20/2024,11/20/2024,11/20/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,109,t0128763,t0128763,Sueer,Jum,"","","","","","",Past,11/29/2024,11/28/2025,11/20/2024,11/20/2024,11/20/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,109,t0128767,t0128767,Bagg,Jum,"","","","","","",Past,11/30/2024,11/29/2025,11/20/2024,11/20/2024,11/20/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,109,t0128768,t0128768,Tissu,Jum,"","","","","","",Past,12/9/2024,12/8/2025,11/20/2024,11/20/2024,11/20/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,109,t0128798,t0128798,Natt,Jum,"","","","","","",Past,11/28/2024,11/27/2025,11/21/2024,11/21/2024,11/21/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,109,t0128818,t0128818,Haily,Jum,"","","","","","",Past,11/20/2024,11/19/2025,11/21/2024,11/21/2024,11/21/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,109,t0129078,t0129078,Wayne,Jum,"","","","","","",Past,11/19/2024,11/18/2025,11/21/2024,11/20/2024,11/20/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,109,t0129138,t0129138,Sancc,Jum,"","","","","","",Past,11/27/2024,11/26/2025,11/24/2024,11/25/2024,11/24/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,109,t0129165,t0129165,Kuey,Jum,"",1234567898,"","","","",Past,11/30/2024,11/29/2025,11/25/2024,1/21/2025,1/21/2025,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,109,t0135068,t0135068,Edward,Kensington,hellomarsha@gmail.bbb,"","","","","",Past,1/21/2025,1/20/2026,1/21/2025,5/18/2025,5/15/2025,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,109,r0073929,t0135068,Stephanie,Chi,stephanie@gmail.com,1233333331,9999999999,"","","",Past,1/21/2025,1/20/2026,1/21/2025,5/18/2025,5/15/2025,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,110,t0110835,t0110835,"Roommate Ben",Ten,roommatben10@gmial.com,"","",555555555,"","",Past,3/10/2024,3/9/2025,3/10/2024,8/27/2024,8/27/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,110,r0064400,t0110835,Ben,Ten,ben10@gmail.com,"","","","","",Past,3/10/2024,3/9/2025,3/10/2024,3/12/2024,8/27/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,110,t0121554,t0121554,Sally,Gim,sallygim@mail.com,"","","","","",Past,8/28/2024,8/27/2025,8/28/2024,8/29/2024,8/29/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,110,r0068356,t0121554,Jolly,Gim,jollygim@mail.com,2673848392,"","","","",Past,8/28/2024,8/27/2025,8/28/2024,8/29/2024,8/29/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,110,t0121596,t0121596,Jolly,Gim,jollygim@mail.com,"","","","","",Past,8/28/2024,8/27/2025,8/28/2024,8/31/2024,8/30/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,110,r0068365,t0121596,Sally,Gim,sallygim@mail.com,"","","","","",Past,8/28/2024,8/27/2025,8/28/2024,8/29/2024,8/30/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,110,t0121947,t0121947,Roma,Gim,romagim@mail.com,"","","","","",Past,9/3/2024,9/2/2025,9/3/2024,9/3/2024,9/3/2024,""
DataIntegrationHub.Platform.Yardi.Dtos.YardiResidentDto,lessen00,110,t0122841,t0122841,Ali,Tets,ali@gmail.com,"","",0123456789,"","",Past,9/20/2024,12/31/2025,10/18/2024,11/18/2024,11/18/2024,""
